SKU,Title,Brand,Description,Price,H Price,Stock,Dimensions,Length,Ring Size,Packaging,Tags,Image URL,Product URL
LAA004,狮子王 拉奥罗拉·奥罗拉107 比利高/彪丽高/鱼雷 (21支/盒) 【158×52】LA AURORA 107 BELICOSO,狮子王,,1820,1900,10,158mm x 52,158,52,21支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/La20Aurora2010720Belicoso_21_02_431_114.jpg,https://ktcigar.com/single/?sku=LAA004&id=21607
LAA055,狮子王 107厄瓜多尔飞船 (20支/盒) 【102×58】LA AURORA 107 ECUADOR ZEPPELIN,狮子王,,1820,1900,10,102mm x 58,102,58,20支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/image_3bf2aa44-d76f-40e2-ad16-04546cdb500e.jpg,https://ktcigar.com/single/?sku=LAA055&id=57947
DV037,大卫杜夫 顶级5号 (25支/盒) 【102×41】Davidoff Grand Cru No.5,大卫杜夫,,1830,1910,10,102mm x 41,102,41,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff_Gran_Cru_No5_03_386.jpg,https://ktcigar.com/single/?sku=DV037&id=688
ZIN002,季诺尼加拉瓜系列 短鱼雷 (25支/盒) ZINO NICARAGUA SHORT TORPEDO,季诺尼加拉瓜系列,,1850,1930,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_797.jpg,https://ktcigar.com/single/?sku=ZIN002&id=2896
VEG008,唯佳1998 VF 50 (25支/盒) 【115×50】VegaFina 1998 VF 50,唯佳1998,,1860,1940,10,115mm x 50,115,50,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_791-1.jpg,https://ktcigar.com/single/?sku=VEG008&id=27512
COB074*F,高希霸 世纪一号/世纪一 纸盒 (5支/盒) 【102×40】Cohiba Siglo I C/P,高希霸,,1860,1940,10,102mm x 40,102,40,5支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Cohiba_Siglo_I_CP_02_406.jpg,https://ktcigar.com/single/?sku=COB074*F&id=55052
DV027,大卫杜夫 艾斯库里奥/黑暗极致 罗伯图 (12支/盒) 【114×52】Davidoff Escurio Robusto,大卫杜夫,,1860,1940,10,114mm x 52,114,52,12支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff20Escurio20Robusto20SLB12s2001_182.jpg,https://ktcigar.com/single/?sku=DV027&id=17432
ROM050,罗密欧．朱丽叶/罗密欧 三号 (5 X 3支/盒) 【117×40】Romeo Y Julieta Romeo No.3 AT,罗密欧．朱丽叶/罗密欧,,1860,1940,10,117mm x 40,117,40,,详,https://ktcigar.com/wp-content/uploads/2024/05/Romeo_y_Julieta_Romeo_No3_02_214.jpg,https://ktcigar.com/single/?sku=ROM050&id=2605
MON021,蒙特 宝石 (25支/盒) 【115×26】Montecristo Joyitas,蒙特,,1870,1950,10,115mm x 26,115,26,25支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/montecristo-joyitas20600px_719.jpg,https://ktcigar.com/single/?sku=MON021&id=6960
ELR002,埃尔‧德尔蒙多 小咖啡杯 (25支/盒) El Rey Del Mundo Demi Tasse,埃尔‧德尔蒙多,,1880,1960,10,,,,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_184-1.jpg,https://ktcigar.com/single/?sku=ELR002&id=7088
TRD014,特立尼达/千里达 短号 2024龙年限量版 (1套) Trinidad Short Year Of The Dragon 2024LE,特立尼达/千里达,,1880,1960,10,,,,,特,https://ktcigar.com/wp-content/uploads/2024/05/01_8-1.jpg,https://ktcigar.com/single/?sku=TRD014&id=6895
DV067,大卫杜夫 尼加拉瓜托罗 (12支/盒) 【140×54】Davidoff Nicaragua Toro,大卫杜夫,,1880,1960,10,140mm x 54,140,54,12支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff_Nicaragua_Toro_03_743.jpg,https://ktcigar.com/single/?sku=DV067&id=718
GHB001,哈瓦那/伟大哈瓦那 青花藍/青花瓷 羅布圖/顶级罗拔图 (20支/盒) 【152×54】 GRAN HABANO BLUE IN GREEN GRAN ROBUSTO,哈瓦那/伟大哈瓦那,,1880,1960,10,152mm x 54,152,54,20支/盒,详,https://ktcigar.com/wp-content/uploads/2025/02/GRAN-HABANO-B-BLUE-IN-GREEN-GRAN-ROBUSTO-20S-_E7_9B_92-removebg-preview.png,https://ktcigar.com/single/?sku=GHB001&id=1219
VEG067,唯佳龙年 限量版 (16支/盒) VegaFina Year Of The Dragon 2024LE,唯佳龙年,,1880,1960,10,,,,16支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01-1_640.jpg,https://ktcigar.com/single/?sku=VEG067&id=7238
VEG070,唯佳兔年限量版2023 木盒(16支/盒) VegaFina Year Of The Rabbit 2023LE,唯佳兔年限量版2023,,1880,1960,10,,,,16支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_970-2.jpg,https://ktcigar.com/single/?sku=VEG070&id=7239
ROP018,洛基·帕特尔/洛基帕特尔 门徒 巴拉 (20支/盒) ROCKY PATEL DISCIPLE BALA,洛基·帕特尔/洛基帕特尔,,1890,1970,10,,,,20支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_439.jpg,https://ktcigar.com/single/?sku=ROP018&id=2438
VRS006,威古洛 迈雅里达/小鱼雷 纸盒 (4盒) 【100×46】Vegueros Mananitas C/P,威古洛,,1890,1970,10,100mm x 46,100,46,,,https://ktcigar.com/wp-content/uploads/2024/05/01_154-2.jpg,https://ktcigar.com/single/?sku=VRS006&id=7126
LAA059,狮子王 卡尔马龙酒桶 陈年鱼雷/彪丽高 (25支/盒) 【157×52】LA AURORA KARL MALONE BARREL AGED BELICOSO,狮子王,,1900,1980,10,157mm x 52,157,52,25支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/4630417222.webp,https://ktcigar.com/single/?sku=LAA059&id=58007
MYF015,我的父亲唐 佩平 加西亚 古巴 经典 比利高/鱼雷 1970 (20支/盒) 【140×54】My Father Don Pepin Garcia Cuban Classic Belicoso 1970,我的父亲唐,,1920,2000,10,140mm x 54,140,54,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_764-1.jpg,https://ktcigar.com/single/?sku=MYF015&id=7169
GHB011,哈瓦那/伟大哈瓦那 科罗霍 5号 马杜罗 长矛 (25支/盒) 【40×180】 GRAN HABANO COROJO NO.5 MADUROS LANCERO,哈瓦那/伟大哈瓦那,,1930,2010,10,40mm x 180,40,180,25支/盒,详,https://ktcigar.com/wp-content/uploads/2025/02/007-044-0067.9225-removebg-preview.png,https://ktcigar.com/single/?sku=GHB011&id=57831
PAR039,帕特加斯 E 2号 (5支/盒) 【140×54】Partagás Serie E No.2,帕特加斯,,1950,2030,10,140mm x 54,140,54,5支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_273.jpg,https://ktcigar.com/single/?sku=PAR039&id=24439
OLV050,奥利瓦V系列米拉尼奥双尖鱼雷 (10支/盒) OLIVA SERIE V MELANIO FIGURADO,奥利瓦V系列米拉尼奥双尖鱼雷,,1960,2040,10,,,,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Oliva20Serie20V20Melanio20Figurado20V20Melanio2010s20Box2003_739.jpg,https://ktcigar.com/single/?sku=OLV050&id=7139
ART053,阿图罗·富恩特海明威 短篇小说自然 (15支/盒) 【101×49】ARTURO FUENTE HEMINGWAY NATURAL SHORT STORY,阿图罗·富恩特海明威,,1960,2040,10,101mm x 49,101,49,15支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/Arturo_Fuente_Hemingway_Short_Story_01_879.jpg,https://ktcigar.com/single/?sku=ART053&id=7152
ROP020,洛基·帕特尔/洛基帕特尔 门徒 戈多 (20支/盒) ROCKY PATEL DISCIPLE SIXTY,洛基·帕特尔/洛基帕特尔,,1970,2060,10,,,,20支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_424-2.jpg,https://ktcigar.com/single/?sku=ROP020&id=2440
LAA013,狮子王 拉奥罗拉115周年大托罗/大公牛 (20支/盒) 【152×58】LA AURORA 115 ANNIVERSARY EDITION GRAN TORO,狮子王,,1980,2070,10,152mm x 58,152,58,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/la_aurora_115_anniversary_edition_gran_toro_20_s_3_w_wm.jpg,https://ktcigar.com/single/?sku=LAA013&id=7144
MYF004,我的父亲康涅狄格州 罗伯图/罗拔图 (23支/盒) 【132×52】My Father Connecticut Robusto,我的父亲康涅狄格州,,1990,2080,10,132mm x 52,132,52,23支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_461-1.jpg,https://ktcigar.com/single/?sku=MYF004&id=7172
MYF033,我的父亲安德拉斯之花 罗伯图/罗拔图 (20支/盒) 【127×50】My Father Flor De Las Antillas Robusto,我的父亲安德拉斯之花,,1990,2080,10,127mm x 50,127,50,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_180.jpg,https://ktcigar.com/single/?sku=MYF033&id=7155
VEG051,唯佳尼加拉瓜火山 (25支/盒) 【110×56】VegaFina Nicaragua Vulcano,唯佳尼加拉瓜火山,,2000,2090,10,110mm x 56,110,56,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Nicaragua20Vulcano2025s_01_545.jpg,https://ktcigar.com/single/?sku=VEG051&id=27720
MYF042,我的父亲安提格达/古代 罗伯图/罗拔图 (20支/盒) My Father La Antiguedad Robusto,我的父亲安提格达/古代,,2000,2090,10,,,,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_326-1.jpg,https://ktcigar.com/single/?sku=MYF042&id=7163
DV069,大卫杜夫 精选礼盒 (9支/盒) Davidoff Premium Selection Cello,大卫杜夫,,2010,2100,10,,,,9支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff20Premium20Selection20Cello2002_899.jpg,https://ktcigar.com/single/?sku=DV069&id=17619
MYF026,我的父亲安德拉斯之花 比利高/鱼雷 (20支/盒) 【140×52】My Father Flor De Las Antillas Belicoso,我的父亲安德拉斯之花,,2010,2100,10,140mm x 52,140,52,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_491.jpg,https://ktcigar.com/single/?sku=MYF026&id=7156
DV076,大卫杜夫 署名1000 (25支/盒) 【117×34】Davidoff Signature 1000,大卫杜夫,,2030,2120,10,117mm x 34,117,34,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/davidoff_signature_1000_01_40.jpg,https://ktcigar.com/single/?sku=DV076&id=727
GHH001,哈瓦那/伟大哈瓦那 2009 珍藏5号 年度限量 丘吉尔 (20支/盒) 【47×178】 GRAN HABANO GRAN RESERVA #3 2009,哈瓦那/伟大哈瓦那,,2030,001,10,47mm x 178,47,178,20支/盒,详,https://ktcigar.com/wp-content/uploads/2025/02/CS-GAN_VIEW2-removebg-preview.png,https://ktcigar.com/single/?sku=GHH001&id=7247
DV141,大卫杜夫 温斯顿丘吉尔 至暗时刻之小宾丽 (5x5支/盒) 【102×38】Davidoff Winston Churchill Petit Panetela,大卫杜夫,,2060,2150,10,102mm x 38,102,38,,,https://ktcigar.com/wp-content/uploads/2025/03/Davidoff_Winston_Churchill_The_Late_Hour_Petit_Panetela_Case__60502.1721762024.png,https://ktcigar.com/single/?sku=DV141&id=56734
DV062,大卫杜夫 尼加拉瓜罗伯图铝管 (12支/盒) 【127×50】Davidoff Nicaragua Robusto Tubos,大卫杜夫,,2070,2160,10,127mm x 50,127,50,12支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff_Nicaragua_Robusto_Tubos_03_113.jpg,https://ktcigar.com/single/?sku=DV062&id=6927
VEG055,唯佳鱼雷 (25支/盒) 【153×50】VegaFina Piramides,唯佳鱼雷,,2070,2160,10,153mm x 50,153,50,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Piramides2025s_01_293.jpg,https://ktcigar.com/single/?sku=VEG055&id=27740
QUI003,金特罗/君特罗 挚爱 铝管 (5 X 3支/盒) 【115×50】Quintero Favoritos A/T C/P,金特罗/君特罗,,2070,2160,10,115mm x 50,115,50,,特,https://ktcigar.com/wp-content/uploads/2024/05/01_326-3.jpg,https://ktcigar.com/single/?sku=QUI003&id=7091
MYF031,我的父亲安德拉斯之花 马杜罗 鱼雷 (20支/盒) 【156×52】My Father Flor De Las Antillas Maduro Torpedo,我的父亲安德拉斯之花,,2080,2170,10,156mm x 52,156,52,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_475-1.jpg,https://ktcigar.com/single/?sku=MYF031&id=7157
QUI008,金特罗/君特罗 小金特罗/小君特罗 (25支/盒) 【105×43】Quintero Petit Quintero,金特罗/君特罗,,2080,2170,10,105mm x 43,105,43,25支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/Quintero20Petit20Quintero_03_602.jpg,https://ktcigar.com/single/?sku=QUI008&id=7094
POR001,波尔．拉腊尼亚加 英勇 (10支/盒) Por Larranaga Galanes,波尔．拉腊尼亚加,,2080,2170,10,,,,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Por20Larranaga20Galanes20102001_14.jpg,https://ktcigar.com/single/?sku=POR001&id=7242
PRP008,普林斯普罗伯图克拉罗 (25支/盒) 【5″ x50】PRINCIPES ROBUSTO CLARO BY LA AURORA,普林斯普罗伯图克拉罗,,2080,2170,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_456-1.jpg,https://ktcigar.com/single/?sku=PRP008&id=2342
MYF006,我的父亲康涅狄格州 托罗/公牛 戈多 (23支/盒) 【152×60】My Father Connecticut Toro Gordo,我的父亲康涅狄格州,,2080,2170,10,152mm x 60,152,60,23支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_240.jpg,https://ktcigar.com/single/?sku=MYF006&id=7173
MYF066,我的父亲六号 托罗/公牛戈多 盒压 (18支/盒) 【152×60】My Father No.6 Toro Gordo Box Pressed,我的父亲六号,,2080,2170,10,152mm x 60,152,60,18支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_576.jpg,https://ktcigar.com/single/?sku=MYF066&id=7174
MYF029,我的父亲安德拉斯之花 马杜罗 托罗/公牛 (20支/盒) My Father Flor De Las Antillas Maduro Toro,我的父亲安德拉斯之花,,2100,2190,10,,,,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_696.jpg,https://ktcigar.com/single/?sku=MYF029&id=23122
MYF036,我的父亲安德拉斯之花 托罗/公牛 (20支/盒) 【152×52】My Father Flor De Las Antillas Toros,我的父亲安德拉斯之花,,2100,2190,10,152mm x 52,152,52,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_23.jpg,https://ktcigar.com/single/?sku=MYF036&id=23155
DV151,大卫杜夫 亚马萨 罗伯图 铝管 (12支/盒) 【127×50】Davidoff Yamasa Robusto Tubos,大卫杜夫,,2140,2230,10,127mm x 50,127,50,12支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/0007780_davidoff-yamasa-robusto-tubo%20(1).png,https://ktcigar.com/single/?sku=DV151&id=56744
MYF047,我的父亲伟大的奉献 罗伯图/罗拔图 (20支/盒) 【127×50】My Father La Gran Oferta Robusto,我的父亲伟大的奉献,,2140,2230,10,127mm x 50,127,50,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_298.jpg,https://ktcigar.com/single/?sku=MYF047&id=7159
MYF076,我的父亲 承诺 公牛/托罗 (20支/盒) 【152×52】My Father Promesa Toros,我的父亲,,2150,2240,10,152mm x 52,152,52,20支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/My-Father-Cigars_La-Promesa_45_Open-Box-Edit_55008bbb-2c8c-46c0-998e-35370acc15e4.webp,https://ktcigar.com/single/?sku=MYF076&id=56763
EPC012,E.P. 卡里洛英寸天然 60号 (5 7/8 x 60) (24支/盒) E.P. CARRILLO INCH No.60 Natural,E.P.,,2160,2250,10,,,,24支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_490.jpg,https://ktcigar.com/single/?sku=EPC012&id=997
DV023,大卫杜夫 艾斯库里奥/黑暗极致 大托罗 (12支/盒) 【140×58】Davidoff Escurio Gran Toro,大卫杜夫,,2160,2250,10,140mm x 58,140,58,12支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff_Escurio_Gran_Toro_04_760.jpg,https://ktcigar.com/single/?sku=DV023&id=6931
LAA044,狮子王 拉奥罗拉卓越/非凡 黄昏前夕/下午/半世纪 (25支/盒) 【102×54】LA AURORA EXCEPCIONALES MEDIA TARDE,狮子王,,2170,2260,10,102mm x 54,102,54,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_477-1.jpg,https://ktcigar.com/single/?sku=LAA044&id=7142
MYF024,我的父亲山特伦 托罗/公牛 (20支/盒) 【159×52】My Father El Centurion Toro,我的父亲山特伦,,2170,2260,10,159mm x 52,159,52,20支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/My20Father20El20Centurion20Toro2020s20Box2003_65.jpg,https://ktcigar.com/single/?sku=MYF024&id=7158
EPC015,E.P. 卡里洛英寸天然 62号 (5 x 62) (24支/盒) E.P. CARRILLO INCH No.62 Natural,E.P.,,2180,2270,10,,,,24支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_375.jpg,https://ktcigar.com/single/?sku=EPC015&id=1000
PRP001,普林斯普比利高克拉罗 (25支/盒) 【6 1/4 x 52】PRINCIPES BELICOSO CLARO BY LA AURORA,普林斯普比利高克拉罗,,2180,2270,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_604-3.jpg,https://ktcigar.com/single/?sku=PRP001&id=2335
RAF006,拉斐尔 小高朗拿 (25支/盒) Rafael Gonzalez Rafael González Petit Coronas,拉斐尔,,2180,2270,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Rafael_GonzaCC81lez_Petit_Coronas_03_492.jpg,https://ktcigar.com/single/?sku=RAF006&id=2409
ZIN001,季诺尼加拉瓜系列 罗伯图 (25支/盒) ZINO NICARAGUA ROBUSTO,季诺尼加拉瓜系列,,2180,2270,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_967-1.jpg,https://ktcigar.com/single/?sku=ZIN001&id=2895
MYF025,我的父亲山特伦 大托罗/大公牛 (20支/盒) 【165×58】My Father El Centurion Toro Grande,我的父亲山特伦,,2180,2270,10,165mm x 58,165,58,20支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_191.jpg,https://ktcigar.com/single/?sku=MYF025&id=23103
MYF049,我的父亲伟大的奉献 托罗/公牛 戈多 (20支/盒) 【152×56】My Father La Gran Oferta Toro Gordo,我的父亲伟大的奉献,,2180,2270,10,152mm x 56,152,56,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_43.jpg,https://ktcigar.com/single/?sku=MYF049&id=7160
CAO005,委员/参谋助理 (20支/盒) 【127×52】CAO CONSIGLIERE ASSOCIATE,委员/参谋助理,,2200,2300,10,127mm x 52,127,52,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/cao_consigliere_associate_20_s_box_03wm.jpg,https://ktcigar.com/single/?sku=CAO005&id=15993
VRS004,威古洛 小息纸盒 (4 盒) Vegueros Entertiempos C/P,威古洛,,2230,2330,10,,,,,,https://ktcigar.com/wp-content/uploads/2024/05/01_907-3.jpg,https://ktcigar.com/single/?sku=VRS004&id=7125
DV079,大卫杜夫 署名2000 铝管 (20支/盒) 【127×43】Davidoff Signature 2000 Tubos,大卫杜夫,,2240,2340,10,127mm x 43,127,43,20支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff_Signature202000_Tubos_20s_01_240.jpg,https://ktcigar.com/single/?sku=DV079&id=730
MYF016,我的父亲唐 佩平 加西亚 古巴 经典 罗伯图/罗拔图 1979 (20支/盒) 【127×50】My Father Don Pepin Garcia Cuban Classic Robusto 1979,我的父亲唐,,2240,2340,10,127mm x 50,127,50,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_674-1.jpg,https://ktcigar.com/single/?sku=MYF016&id=7168
LAA045,狮子王 拉奥罗拉卓越/非凡 罗伯图/罗拔图 (25支/盒) 【127×50】LA AURORA EXCEPCIONALES ROBUSTO,狮子王,,2240,2340,10,127mm x 50,127,50,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_502.jpg,https://ktcigar.com/single/?sku=LAA045&id=7141
ROM040,罗密欧．朱丽叶/罗密欧 特权伦敦 (25支/盒) 【117×40】Romeo Y Julieta Regalias De Londres,罗密欧．朱丽叶/罗密欧,,2260,2360,10,117mm x 40,117,40,25支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_807-1.jpg,https://ktcigar.com/single/?sku=ROM040&id=26695
EPC082,E.P. 卡里洛奥斯库罗特选皇家金字塔（鱼雷） (6 x 52) 【153×52】E.P. CARRILLO Seleccion Oscuro (ELITE SERIES) Piramides Royal (Torpedo),E.P.,,2260,2360,10,153mm x 52,153,52,6 x 52支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/E.P.-CARRILLO-Seleccion-Oscuro-ELITE-SERIES-Piramides-Royal-Torpedo.png,https://ktcigar.com/single/?sku=EPC082&id=7131
MYF077,我的父亲 唐 佩平 加西亚 VC系列 慷慨 (20支/盒) 【152×50】My Father Don Pepin Series VC Generoso,我的父亲,,2260,2360,10,152mm x 50,152,50,20支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/My%20Father%20Don%20Pepin%20Series%20VC%20Generoso.png,https://ktcigar.com/single/?sku=MYF077&id=56764
CAO008,平头系列660 (24支/盒) CAO FLATHEAD CRAB 660,平头系列660,,2280,2380,10,,,,24支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_86-1.jpg,https://ktcigar.com/single/?sku=CAO008&id=7230
CAO009,马脖子 (18支/盒) CAO FLATHEAD STEEL HORSE BULLNECK,马脖子,,2280,2380,10,,,,18支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_185.jpg,https://ktcigar.com/single/?sku=CAO009&id=7231
COB079*F,高希霸 世纪二号/世纪二 纸盒 (3支/盒) 【129×42】Cohiba Siglo II C/P,高希霸,,2280,2380,10,129mm x 42,129,42,3支/盒,详,https://ktcigar.com/wp-content/uploads/2025/03/Cohiba-Siglo-II-Tubos-pack-of-3.webp,https://ktcigar.com/single/?sku=COB079*F&id=55080
DV145,大卫杜夫 季诺 尼加拉瓜 短鱼雷 (25支/盒) 【102×52】Davidoff Zino Nicaragua Short Torpedo,大卫杜夫,,2280,2380,10,102mm x 52,102,52,25支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/zino-nicaragua-short-torpedo.png,https://ktcigar.com/single/?sku=DV145&id=56738
ROM049,罗密欧．朱丽叶/罗密欧 二号 (5 X 3支/盒) 【129×40】Romeo Y Julieta Romeo No.2 AT,罗密欧．朱丽叶/罗密欧,,2280,2380,10,129mm x 40,129,40,,,https://ktcigar.com/wp-content/uploads/2024/05/1_773.jpg,https://ktcigar.com/single/?sku=ROM049&id=26734
VEG038,唯佳尼加拉瓜大火山 (25支/盒) 【137×56】VegaFina Nicaragua Gran Vulcano,唯佳尼加拉瓜大火山,,2290,2390,10,137mm x 56,137,56,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_492-1.jpg,https://ktcigar.com/single/?sku=VEG038&id=27655
PAR034,帕特加斯 D 5号 (10支/盒) 【110×50】Partagás Serie D No. 5,帕特加斯,,2300,2400,10,110mm x 50,110,50,10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/Partagas_Serie_D_No5_SBN10s_03_207.jpg,https://ktcigar.com/single/?sku=PAR034&id=2127
HUP005,乌普曼/优民 逍遥/美食家/贵族 (25支/盒) 【110×35】H. Upmann Epicures,乌普曼/优民,,2340,2440,10,110mm x 35,110,35,25支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/H_Upmann_Epicures_03_301.jpg,https://ktcigar.com/single/?sku=HUP005&id=7034
MYF052,我的父亲富足系列 盒压 罗伯图/罗拔图 (20支/盒) 【133×52】My Father La Opulencia Box Pressed Robusto,我的父亲富足系列,,2340,2440,10,133mm x 52,133,52,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_101.jpg,https://ktcigar.com/single/?sku=MYF052&id=23230
LAA058,狮子王 澳门回归25周年纪念版 (10支/盒) 【150×52】LA AURORA MACAO 25TH ANIVERSARIO,狮子王,,2350,2450,10,150mm x 52,150,52,10支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/WhatsApp-Image-2024-12-03-at-4.15.35-PM.jpeg,https://ktcigar.com/single/?sku=LAA058&id=57992
MYF043,我的父亲安提格达/古代 超级 托罗/公牛 (20支/盒) 【178×56】My Father La Antiguedad Super Toro,我的父亲安提格达/古代,,2370,2470,10,178mm x 56,178,56,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_106-1.jpg,https://ktcigar.com/single/?sku=MYF043&id=7162
MYF054,我的父亲富足系列 超级托罗/公牛 (20支/盒) 【152×60】My Father La Opulencia Super Toro,我的父亲富足系列,,2370,2470,10,152mm x 60,152,60,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/My20Father20La20Opulencia20Toros2020s20Box2003_108.jpg,https://ktcigar.com/single/?sku=MYF054&id=7164
MYF055,我的父亲富足系列 托罗/公牛 (20支/盒) 【152×54】My Father La Opulencia Toros,我的父亲富足系列,,2370,2470,10,152mm x 54,152,54,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_415-1.jpg,https://ktcigar.com/single/?sku=MYF055&id=7165
MYF075,我的父亲 承诺 长矛 (20支/盒) 【191×38】My Father Promesa Lancero,我的父亲,,2370,2470,10,191mm x 38,191,38,20支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/my-father-la-promesa-lancero.jpg,https://ktcigar.com/single/?sku=MYF075&id=56762
DV125,大卫杜夫 庆典R铝管 紙盒 (3支 X 5条) 【124×50】Davidoff Anniversario Special R Tubos,大卫杜夫,,2370,2470,10,124mm x 50,124,50,,详,https://ktcigar.com/wp-content/uploads/2024/09/davidoff-aniversario-special-r-tubos-pack.jpg,https://ktcigar.com/single/?sku=DV125&id=777
MON071,蒙特 小艾蒙多/小爱蒙多 (10支/盒) 【110×52】Montecristo Petit Edmundo,蒙特,,2370,2470,10,110mm x 52,110,52,10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/Montecristo_Petit_Edmundo_03_28.jpg,https://ktcigar.com/single/?sku=MON071&id=1813
MYF057,我的父亲1922 珍宝 大罗伯图/大罗拔图 (23支/盒) 【143×55】My Father Le Bijou 1922 Grand Robusto,我的父亲1922,,2390,2490,10,143mm x 55,143,55,23支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_963.jpg,https://ktcigar.com/single/?sku=MYF057&id=7167
ROM069,罗密欧．朱丽叶/罗密欧 一号铝管 (15支/盒) (5盒) 【140×40】Romeo Y Julieta Romeo No.1 AT,罗密欧．朱丽叶/罗密欧,,2410,2510,10,140mm x 40,140,40,15支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/IMG_1801-scaled.jpg,https://ktcigar.com/single/?sku=ROM069&id=56771
MYF018,我的父亲唐 佩平 加西亚 古巴 经典 托罗/公牛 戈多 2001 (20支/盒) 【152×60】My Father Don Pepin Garcia Cuban Classic Toro Gordo 2001,我的父亲唐,,2420,2520,10,152mm x 60,152,60,20支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_814-1.jpg,https://ktcigar.com/single/?sku=MYF018&id=7171
